index,match_id,period,timestamp,minute,second,event_type_id,event_type_name,team_name,player_name,location_x,location_y,end_location_x,end_location_y,outcome_name,statsbomb_xg
391,3919062,1,00:11:07.143,11,7,16,Shot,América,Richard Rafael Sánchez Guerrero,87.0,35.3,120.0,43.0,Off T,0.026060292
562,3919062,1,00:15:06.198,15,6,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,99.9,50.9,117.1,41.6,Saved,0.07959045
840,3919062,1,00:21:51.413,21,51,16,Shot,Atlético San Luis,Iker Moreno,91.9,50.4,120.0,45.3,Off T,0.013992937
1337,3919062,1,00:40:06.780,40,6,16,Shot,Atlético San Luis,Julio César Domínguez Juárez,114.0,43.4,120.0,42.0,Post,0.32640022
1350,3919062,1,00:40:16.562,40,16,16,Shot,Atlético San Luis,Franck Boli,107.5,54.5,108.9,53.2,Blocked,0.032309137
1362,3919062,1,00:41:19.779,41,19,16,Shot,Atlético San Luis,Julio César Domínguez Juárez,107.7,41.4,118.1,37.8,Saved,0.0239465
1652,3919062,2,00:00:50.510,45,50,16,Shot,América,Néstor Alejandro Araújo Razo,108.7,39.1,120.0,44.7,Off T,0.07941334
1702,3919062,2,00:02:16.651,47,16,16,Shot,América,Jonathan dos Santos Ramírez,74.7,21.9,113.7,38.3,Saved to Post,0.009413296
1753,3919062,2,00:04:01.414,49,1,16,Shot,América,Javairô Dilrosun,116.1,53.4,118.7,44.7,Saved,0.019805176
1942,3919062,2,00:08:05.225,53,5,16,Shot,América,Diego Alfonso Valdés Contreras,113.9,34.7,120.0,40.4,Goal,0.18990135
2040,3919062,2,00:12:16.486,57,16,16,Shot,América,Henry Josué Martín Mex,112.4,39.6,120.0,35.5,Off T,0.24477398
2115,3919062,2,00:15:14.146,60,14,16,Shot,América,Henry Josué Martín Mex,109.1,40.1,118.8,42.9,Saved,0.045522127
2258,3919062,2,00:18:41.367,63,41,16,Shot,Atlético San Luis,Franck Boli,105.2,39.3,120.0,44.0,Post,0.15805852
2315,3919062,2,00:20:28.009,65,28,16,Shot,Atlético San Luis,Franck Boli,111.8,34.6,118.0,39.1,Saved,0.121748075
2330,3919062,2,00:21:20.841,66,20,16,Shot,Atlético San Luis,Aldo Jafid Cruz Sánchez,107.8,25.9,120.0,35.9,Off T,0.033458855
2398,3919062,2,00:24:13.627,69,13,16,Shot,Atlético San Luis,Javier Güemez López,90.0,41.2,120.0,37.5,Off T,0.026935404
2482,3919062,2,00:25:59.961,70,59,16,Shot,Atlético San Luis,Franck Boli,109.0,41.7,117.8,41.4,Saved,0.09750638
2711,3919062,2,00:32:34.462,77,34,16,Shot,Atlético San Luis,David Rodríguez Uribe,105.2,46.6,120.0,36.9,Off T,0.07433725
2762,3919062,2,00:34:17.558,79,17,16,Shot,Atlético San Luis,Javier Güemez López,112.6,24.8,113.4,26.0,Blocked,0.014233542
2773,3919062,2,00:34:29.843,79,29,16,Shot,Atlético San Luis,Benjamín Ignacio Galdames Millán,110.3,53.2,120.0,34.0,Off T,0.060361177
2895,3919062,2,00:38:28.789,83,28,16,Shot,América,Paul Brian Rodríguez Bravo,104.0,35.8,120.0,43.6,Goal,0.0970269
3157,3919062,2,00:46:21.940,91,21,16,Shot,América,Paul Brian Rodríguez Bravo,107.1,52.0,120.0,44.6,Off T,0.31665495
3220,3919062,2,00:48:01.836,93,1,16,Shot,América,Santiago Naveda Lara,65.3,62.1,120.0,0.9,Wayward,0.0073275114
3250,3919062,2,00:49:55.678,94,55,16,Shot,Atlético San Luis,Franck Boli,108.1,40.1,120.0,41.4,Goal,0.7835
3259,3919062,2,00:51:01.267,96,1,16,Shot,América,Diego Alfonso Valdés Contreras,93.7,37.0,120.0,35.0,Off T,0.06394721
96,3919022,1,00:02:28.851,2,28,16,Shot,América,Henry Josué Martín Mex,107.7,39.0,120.0,43.4,Off T,0.10662955
127,3919022,1,00:03:17.162,3,17,16,Shot,América,Julián Andrés Quiñones Quiñones,104.4,33.9,120.0,43.1,Goal,0.39140144
151,3919022,1,00:05:57.230,5,57,16,Shot,América,Alejandro Zendejas Saavedra,93.5,43.3,96.3,43.1,Blocked,0.02402008
484,3919022,1,00:14:34.463,14,34,16,Shot,América,Alejandro Zendejas Saavedra,99.6,33.0,119.3,36.7,Saved,0.06830286
611,3919022,1,00:17:55.457,17,55,16,Shot,Cruz Azul,Rodrigo Huescas,111.1,42.5,111.8,42.2,Blocked,0.0695325
1561,3919022,1,00:44:59.653,44,59,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,111.2,29.9,120.0,37.7,Off T,0.12694834
1878,3919022,2,00:00:57.325,45,57,16,Shot,Cruz Azul,Alexis Hazael Gutiérrez Torres,109.5,35.5,113.1,46.3,Wayward,0.20009908
2220,3919022,2,00:10:17.479,55,17,16,Shot,América,Diego Alfonso Valdés Contreras,37.0,37.8,99.6,40.5,Saved,0.0058508036
2305,3919022,2,00:11:36.569,56,36,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,92.1,30.1,118.8,39.6,Saved,0.025671845
2530,3919022,2,00:17:09.485,62,9,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,92.9,26.0,120.0,46.5,Off T,0.021780347
2674,3919022,2,00:19:46.634,64,46,16,Shot,América,Julián Andrés Quiñones Quiñones,105.5,32.8,112.6,36.0,Saved,0.16047889
2759,3919022,2,00:21:08.155,66,8,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,104.2,50.2,105.7,49.1,Blocked,0.052118026
2987,3919022,2,00:30:06.128,75,6,16,Shot,América,Henry Josué Martín Mex,113.3,41.4,120.0,42.9,Off T,0.22767313
3064,3919022,2,00:33:12.641,78,12,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,106.0,25.4,108.6,28.9,Blocked,0.024207132
3217,3919022,2,00:37:01.543,82,1,16,Shot,Cruz Azul,Lorenzo Abel Faravelli,105.1,44.5,105.9,44.2,Blocked,0.09193894
3228,3919022,2,00:37:48.835,82,48,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,113.5,46.0,114.1,45.5,Blocked,0.0688708
3237,3919022,2,00:37:59.239,82,59,16,Shot,Cruz Azul,Carlos Alberto Rodríguez Gómez,88.4,40.1,91.9,40.0,Blocked,0.017106175
3258,3919022,2,00:38:24.940,83,24,16,Shot,Cruz Azul,José Ignacio Rivero Segade,97.5,53.9,120.0,30.7,Off T,0.02776039
3316,3919022,2,00:41:21.696,86,21,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,109.2,41.3,120.0,43.4,Off T,0.044942193
3539,3919022,2,00:49:41.361,94,41,16,Shot,Cruz Azul,Mateo Levy Mendaña,111.0,46.9,119.0,43.3,Saved,0.123196594
333,3937695,1,00:08:54.850,8,54,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,105.2,31.6,106.1,32.2,Blocked,0.06336555
463,3937695,1,00:12:22.392,12,22,16,Shot,América,Diego Alfonso Valdés Contreras,85.2,27.2,118.0,37.9,Saved,0.0072859665
579,3937695,1,00:15:03.364,15,3,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,110.1,45.2,119.0,39.4,Saved,0.062900774
766,3937695,1,00:18:40.893,18,40,16,Shot,América,Diego Alfonso Valdés Contreras,100.9,50.0,105.1,47.6,Blocked,0.046157137
1009,3937695,1,00:22:18.760,22,18,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,111.0,41.8,119.0,42.6,Saved,0.09528448
1013,3937695,1,00:22:21.587,22,21,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,113.4,44.8,116.0,43.9,Blocked,0.2843855
1045,3937695,1,00:23:23.685,23,23,16,Shot,América,Jonathan dos Santos Ramírez,92.1,46.7,117.5,38.8,Saved,0.0384844
1460,3937695,1,00:33:09.576,33,9,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,99.9,51.7,105.0,48.4,Blocked,0.038809914
1591,3937695,1,00:36:34.017,36,34,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,79.1,22.2,117.2,40.7,Saved,0.005567028
1704,3937695,1,00:39:28.556,39,28,16,Shot,Cruz Azul,José Ignacio Rivero Segade,107.6,34.6,120.0,39.2,Off T,0.21372221
1739,3937695,1,00:40:46.773,40,46,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,91.9,36.6,120.0,55.0,Off T,0.024951156
1812,3937695,1,00:42:19.735,42,19,16,Shot,América,Álvaro Fidalgo Fernández,96.3,34.4,120.0,39.3,Off T,0.024251346
1917,3937695,1,00:44:50.427,44,50,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,90.0,20.9,120.0,48.6,Off T,0.006598477
2251,3937695,2,00:06:46.404,51,46,16,Shot,América,Alejandro Zendejas Saavedra,109.2,39.7,120.0,40.3,Off T,0.11373641
2412,3937695,2,00:13:22.336,58,22,16,Shot,América,Alejandro Zendejas Saavedra,98.9,47.4,103.1,45.8,Blocked,0.045039337
2875,3937695,2,00:32:09.155,77,9,16,Shot,América,Henry Josué Martín Mex,108.1,40.1,120.0,36.7,Goal,0.7835
3019,3937695,2,00:38:08.645,83,8,16,Shot,América,Álvaro Fidalgo Fernández,96.8,25.8,120.0,39.3,Off T,0.019303324
3095,3937695,2,00:39:49.255,84,49,16,Shot,América,Julián Andrés Quiñones Quiñones,107.3,26.4,118.8,36.0,Saved,0.090995125
3170,3937695,2,00:43:37.561,88,37,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,112.1,43.0,114.4,36.5,Wayward,0.1268648
3174,3937695,2,00:43:41.425,88,41,16,Shot,Cruz Azul,Camilo Damián Cándido Aquino,109.2,24.1,120.0,34.0,Off T,0.032982007
3253,3937695,2,00:45:55.105,90,55,16,Shot,Cruz Azul,Rodrigo Huescas,108.8,44.8,117.5,42.6,Saved,0.43745422
3290,3937695,2,00:47:03.384,92,3,16,Shot,América,Richard Rafael Sánchez Guerrero,95.2,36.0,120.0,38.3,Off T,0.03473224
3448,3937695,2,00:53:17.228,98,17,16,Shot,América,Richard Rafael Sánchez Guerrero,99.6,43.4,116.9,41.5,Saved,0.10237469
3455,3937695,2,00:53:28.868,98,28,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,102.0,53.3,116.4,42.9,Saved,0.02548291
257,3937186,1,00:05:51.670,5,51,16,Shot,Guadalajara,Ricardo Marín Sánchez,112.4,52.1,117.5,43.0,Saved,0.04269321
306,3937186,1,00:07:20.454,7,20,16,Shot,Guadalajara,Fernando Beltrán Cruz,103.9,33.1,106.0,37.9,Wayward,0.033452064
555,3937186,1,00:13:11.109,13,11,16,Shot,Guadalajara,Roberto Carlos Alvarado Hernández,97.1,54.8,120.0,41.9,Post,0.037529282
1065,3937186,1,00:23:16.719,23,16,16,Shot,Guadalajara,Víctor Alfonso Guzmán Guzmán,82.1,41.4,120.0,49.2,Off T,0.006409221
1085,3937186,1,00:24:45.631,24,45,16,Shot,América,Israel Reyes Romero,114.2,41.4,120.0,45.5,Off T,0.17338938
1187,3937186,1,00:28:45.755,28,45,16,Shot,Guadalajara,Pavel Uriel Pérez Hernández,115.4,25.2,120.0,33.8,Off T,0.012128714
1653,3937186,1,00:40:12.259,40,12,16,Shot,América,Julián Andrés Quiñones Quiñones,113.2,38.5,120.0,59.8,Off T,0.11239376
1990,3937186,2,00:01:49.574,46,49,16,Shot,América,Henry Josué Martín Mex,107.7,39.4,120.0,38.8,Off T,0.038831424
2042,3937186,2,00:03:40.619,48,40,16,Shot,América,Julián Andrés Quiñones Quiñones,113.9,27.8,120.0,32.7,Off T,0.09637169
2183,3937186,2,00:08:52.236,53,52,16,Shot,Guadalajara,Fernando Beltrán Cruz,95.5,49.5,120.0,35.3,Off T,0.027457943
2352,3937186,2,00:11:56.433,56,56,16,Shot,América,Julián Andrés Quiñones Quiñones,113.9,50.9,118.6,44.3,Saved,0.059564117
2422,3937186,2,00:14:19.662,59,19,16,Shot,América,Israel Reyes Romero,114.7,41.3,120.0,36.6,Goal,0.19442211
2504,3937186,2,00:17:36.874,62,36,16,Shot,Guadalajara,Ricardo Marín Sánchez,110.4,47.9,120.0,47.7,Off T,0.028679522
2827,3937186,2,00:28:01.101,73,1,16,Shot,América,Henry Josué Martín Mex,102.7,41.0,115.8,41.2,Saved,0.10430435
2905,3937186,2,00:30:55.904,75,55,16,Shot,Guadalajara,Ricardo Marín Sánchez,118.7,52.0,118.8,51.3,Blocked,0.014345537
2944,3937186,2,00:32:15.509,77,15,16,Shot,Guadalajara,Carlos Ernesto Cisneros Barajas,102.8,50.4,120.0,44.8,Off T,0.030432757
3002,3937186,2,00:34:21.029,79,21,16,Shot,América,Igor Lichnovsky Osorio,109.2,39.2,110.0,39.0,Blocked,0.058467634
3136,3937186,2,00:38:08.718,83,8,16,Shot,Guadalajara,Javier Hernández Balcázar,108.4,43.7,119.6,37.6,Saved,0.037617955
3178,3937186,2,00:39:54.080,84,54,16,Shot,América,Richard Rafael Sánchez Guerrero,92.2,43.9,101.8,43.6,Blocked,0.02411219
3208,3937186,2,00:42:14.374,87,14,16,Shot,América,Richard Rafael Sánchez Guerrero,100.6,39.5,120.0,42.9,Off T,0.11550542
3260,3937186,2,00:44:48.603,89,48,16,Shot,Guadalajara,Ricardo Marín Sánchez,107.8,44.5,120.0,50.9,Off T,0.029428571
3330,3937186,2,00:46:57.663,91,57,16,Shot,Guadalajara,Cade Dylan Cowell,105.7,54.7,120.0,44.5,Off T,0.033093452
3436,3937186,2,00:50:33.013,95,33,16,Shot,Guadalajara,Carlos Ernesto Cisneros Barajas,102.9,53.1,110.5,46.8,Blocked,0.03685543
520,3919016,1,00:10:39.747,10,39,16,Shot,Mazatlán,Gustavo Javier Del Prete,104.2,60.7,120.0,44.8,Saved Off Target,0.009213513
536,3919016,1,00:11:41.275,11,41,16,Shot,Mazatlán,Luis Antonio Amarilla Lencina,104.7,40.4,120.0,23.3,Wayward,0.032953978
558,3919016,1,00:12:15.623,12,15,16,Shot,América,Paul Brian Rodríguez Bravo,110.9,26.1,120.0,47.4,Off T,0.034770038
752,3919016,1,00:18:17.834,18,17,16,Shot,América,Alejandro Zendejas Saavedra,102.7,56.7,120.0,33.6,Off T,0.0277288
825,3919016,1,00:22:19.522,22,19,16,Shot,América,Paul Brian Rodríguez Bravo,110.4,31.6,120.0,40.5,Off T,0.23202147
874,3919016,1,00:24:41.095,24,41,16,Shot,Mazatlán,Luis Antonio Amarilla Lencina,113.2,37.4,120.0,37.6,Goal,0.18926375
1034,3919016,1,00:29:55.298,29,55,16,Shot,América,Paul Brian Rodríguez Bravo,104.3,24.6,106.1,26.8,Blocked,0.023977453
1114,3919016,1,00:31:02.275,31,2,16,Shot,América,Jonathan dos Santos Ramírez,92.9,38.2,120.0,45.2,Off T,0.027185783
1481,3919016,1,00:39:32.566,39,32,16,Shot,América,Israel Reyes Romero,118.6,56.5,120.0,47.4,Off T,0.010923209
1522,3919016,1,00:40:39.141,40,39,16,Shot,Mazatlán,Gustavo Javier Del Prete,109.7,51.3,110.7,50.1,Blocked,0.09448666
1870,3919016,1,00:48:57.868,48,57,16,Shot,América,Henry Josué Martín Mex,97.2,37.9,113.1,40.1,Saved,0.082536876
1950,3919016,1,00:51:12.839,51,12,16,Shot,América,Alejandro Zendejas Saavedra,97.6,35.0,101.1,35.2,Blocked,0.0407797
2053,3919016,2,00:02:15.122,47,15,16,Shot,América,Henry Josué Martín Mex,114.0,39.7,120.0,40.0,Goal,0.58529675
2210,3919016,2,00:06:45.034,51,45,16,Shot,Mazatlán,Luis Antonio Amarilla Lencina,112.5,38.0,120.0,38.1,Goal,0.5742536
2544,3919016,2,00:19:10.660,64,10,16,Shot,América,Jonathan Javier Rodríguez Portillo,115.2,31.7,116.2,33.2,Blocked,0.14522213
2550,3919016,2,00:20:01.861,65,1,16,Shot,América,Igor Lichnovsky Osorio,111.8,40.3,119.1,39.8,Saved,0.08451337
2630,3919016,2,00:22:36.868,67,36,16,Shot,América,Salvador Reyes Chávez,112.0,32.6,114.2,34.8,Blocked,0.08634776
2635,3919016,2,00:23:37.185,68,37,16,Shot,América,Igor Lichnovsky Osorio,112.0,39.0,120.0,46.7,Off T,0.17690697
2691,3919016,2,00:26:15.048,71,15,16,Shot,América,Ramón Juárez Del Castillo,113.1,40.6,120.0,34.8,Off T,0.12632924
2789,3919016,2,00:29:01.973,74,1,16,Shot,América,Henry Josué Martín Mex,114.1,39.1,120.0,41.7,Goal,0.6738795
2907,3919016,2,00:33:15.889,78,15,16,Shot,América,Ramón Juárez Del Castillo,113.3,42.4,114.1,37.0,Wayward,0.14770971
3183,3919016,2,00:42:05.745,87,5,16,Shot,Mazatlán,Andres Montaño,96.8,50.0,120.0,35.8,Off T,0.039588444
3289,3919016,2,00:44:36.131,89,36,16,Shot,Mazatlán,Jesús Alonso Escoboza Lugo,104.7,30.1,116.6,36.1,Saved,0.099630915
3461,3919016,2,00:49:52.667,94,52,16,Shot,Mazatlán,Ramiro Árciga Zárate,98.3,52.5,120.0,35.1,Off T,0.019873463
476,3918991,1,00:09:14.773,9,14,16,Shot,América,Diego Alfonso Valdés Contreras,111.8,31.7,120.0,39.0,Off T,0.37216303
768,3918991,1,00:15:50.351,15,50,16,Shot,América,Diego Alfonso Valdés Contreras,90.3,31.0,117.2,37.8,Saved,0.020663539
938,3918991,1,00:19:24.982,19,24,16,Shot,Monterrey,Sergio Canales Madrazo,98.5,59.2,120.0,30.1,Off T,0.010548673
1088,3918991,1,00:23:12.395,23,12,16,Shot,América,Diego Alfonso Valdés Contreras,108.8,38.0,120.0,37.0,Goal,0.10721431
1574,3918991,1,00:38:32.602,38,32,16,Shot,Monterrey,Héctor Alfredo Moreno Herrera,105.8,28.8,120.0,28.0,Off T,0.021850329
1601,3918991,1,00:39:08.414,39,8,16,Shot,Monterrey,Sergio Canales Madrazo,112.2,37.1,120.0,40.2,Goal,0.21127038
2041,3918991,2,00:03:13.230,48,13,16,Shot,América,Igor Lichnovsky Osorio,113.7,45.0,120.0,45.0,Off T,0.120102
2566,3918991,2,00:15:16.790,60,16,16,Shot,América,Paul Brian Rodríguez Bravo,111.2,25.8,117.5,35.1,Saved,0.07231518
2755,3918991,2,00:19:23.539,64,23,16,Shot,América,Julián Andrés Quiñones Quiñones,111.5,38.5,120.0,34.7,Off T,0.17720999
2890,3918991,2,00:22:56.712,67,56,16,Shot,América,Julián Andrés Quiñones Quiñones,108.6,35.4,114.7,40.9,Wayward,0.05644216
3013,3918991,2,00:26:29.984,71,29,16,Shot,Monterrey,Sergio Canales Madrazo,99.6,39.6,101.8,39.8,Blocked,0.06472092
3018,3918991,2,00:26:32.875,71,32,16,Shot,Monterrey,Luis Francisco Romo Barrón,107.0,49.6,120.0,45.0,Off T,0.05601205
3378,3918991,2,00:37:36.029,82,36,16,Shot,Monterrey,Sebastián Ignacio Vegas Orellana,113.2,44.3,120.0,37.7,Post,0.09067386
3409,3918991,2,00:38:28.109,83,28,16,Shot,Monterrey,Luis Francisco Romo Barrón,100.2,38.3,101.8,38.5,Blocked,0.059936706
3587,3918991,2,00:44:15.894,89,15,16,Shot,Monterrey,Jesús Manuel Corona Ruíz,105.5,27.2,120.0,45.7,Off T,0.03643024
51,3936618,1,00:01:12.110,1,12,16,Shot,América,Javairô Dilrosun,105.8,58.5,117.8,42.9,Saved,0.010153801
57,3936618,1,00:01:15.683,1,15,16,Shot,América,Alejandro Zendejas Saavedra,105.7,37.3,108.7,37.5,Blocked,0.08136929
110,3936618,1,00:02:25.137,2,25,16,Shot,Pachuca,Nelson Alexander Deossa Suárez,85.5,32.0,89.5,32.6,Blocked,0.009413746
381,3936618,1,00:07:45.263,7,45,16,Shot,América,Henry Josué Martín Mex,114.3,37.0,115.2,37.2,Saved,0.49321637
1031,3936618,1,00:25:14.699,25,14,16,Shot,Pachuca,José Salomón Rondón Giménez,104.2,57.1,120.0,44.1,Off T,0.032986213
1046,3936618,1,00:25:48.626,25,48,16,Shot,América,Diego Alfonso Valdés Contreras,89.6,46.5,120.0,34.2,Off T,0.025981756
1072,3936618,1,00:26:58.409,26,58,16,Shot,América,Cristian Yonathan Calderón Del Real,99.9,24.5,103.2,26.5,Blocked,0.025716158
1179,3936618,1,00:30:48.828,30,48,16,Shot,Pachuca,Oussama Idrissi,111.6,40.1,120.0,42.2,Goal,0.57212436
1411,3936618,1,00:39:25.256,39,25,16,Shot,América,Diego Alfonso Valdés Contreras,91.7,30.0,120.0,36.8,Off T,0.03890195
1666,3936618,1,00:47:13.266,47,13,16,Shot,América,Henry Josué Martín Mex,110.0,39.4,110.7,39.4,Blocked,0.07906224
1705,3936618,1,00:47:50.032,47,50,16,Shot,América,Henry Josué Martín Mex,113.0,51.4,118.2,42.4,Saved,0.06069369
1724,3936618,1,00:48:52.391,48,52,16,Shot,Pachuca,Gustavo Daniel Cabral Cáceres,109.6,28.1,115.8,38.9,Wayward,0.033505272
1795,3936618,2,00:00:58.217,45,58,16,Shot,Pachuca,José Salomón Rondón Giménez,85.7,38.3,119.3,37.1,Saved,0.019097302
1958,3936618,2,00:03:40.032,48,40,16,Shot,Pachuca,Erick Daniel Sánchez Ocegueda,95.0,39.9,120.0,34.2,Off T,0.04550946
1977,3936618,2,00:04:08.853,49,8,16,Shot,Pachuca,José Salomón Rondón Giménez,109.4,41.5,120.0,35.5,Off T,0.06572927
2358,3936618,2,00:16:21.665,61,21,16,Shot,América,Igor Lichnovsky Osorio,110.9,32.0,120.0,31.0,Off T,0.03866765
2562,3936618,2,00:23:04.795,68,4,16,Shot,América,Diego Alfonso Valdés Contreras,113.4,27.6,120.0,38.9,Off T,0.02286421
2808,3936618,2,00:31:38.166,76,38,16,Shot,América,Richard Rafael Sánchez Guerrero,82.2,43.9,103.7,42.4,Blocked,0.006062287
2839,3936618,2,00:32:41.960,77,41,16,Shot,América,Henry Josué Martín Mex,109.9,38.6,120.0,43.9,Off T,0.075467296
2901,3936618,2,00:34:12.475,79,12,16,Shot,América,Álvaro Fidalgo Fernández,94.7,28.2,120.0,42.3,Off T,0.022713132
3077,3936618,2,00:39:16.449,84,16,16,Shot,Pachuca,José Salomón Rondón Giménez,99.6,46.5,120.0,37.3,Off T,0.048991635
3188,3936618,2,00:41:18.665,86,18,16,Shot,América,Julián Andrés Quiñones Quiñones,103.8,40.6,110.9,41.2,Blocked,0.07069412
3197,3936618,2,00:41:41.284,86,41,16,Shot,América,Henry Josué Martín Mex,108.3,42.8,110.0,36.5,Wayward,0.050934028
3247,3936618,2,00:42:38.596,87,38,16,Shot,América,Richard Rafael Sánchez Guerrero,88.8,33.9,119.1,40.0,Saved,0.021966696
3251,3936618,2,00:43:03.505,88,3,16,Shot,América,Julián Andrés Quiñones Quiñones,110.2,43.5,120.0,34.3,Off T,0.070563
3284,3936618,2,00:44:12.247,89,12,16,Shot,América,Illian Gerardo Hernandez Vargas,108.5,45.4,120.0,35.1,Off T,0.06569734
3385,3936618,2,00:46:53.368,91,53,16,Shot,América,Henry Josué Martín Mex,111.2,35.7,116.7,15.7,Wayward,0.106278434
3437,3936618,2,00:48:29.678,93,29,16,Shot,América,Illian Gerardo Hernandez Vargas,110.8,44.1,118.6,41.2,Saved,0.09202913
3440,3936618,2,00:48:30.739,93,30,16,Shot,América,Julián Andrés Quiñones Quiñones,116.5,36.4,120.0,38.1,Goal,0.5609255
217,3919103,1,00:04:39.616,4,39,16,Shot,América,Julián Andrés Quiñones Quiñones,92.0,32.3,117.5,39.1,Saved,0.02510742
295,3919103,1,00:06:50.649,6,50,16,Shot,América,Kevin Nahin Álvarez Campos,88.4,40.5,91.1,40.7,Blocked,0.01758534
596,3919103,1,00:12:19.457,12,19,16,Shot,América,Luis Fernando Fuentes Vargas,104.9,26.2,120.0,32.6,Off T,0.043453645
1095,3919103,1,00:25:10.409,25,10,16,Shot,América,Diego Alfonso Valdés Contreras,109.5,45.5,111.4,44.7,Blocked,0.12766093
1219,3919103,1,00:28:11.243,28,11,16,Shot,América,Julián Andrés Quiñones Quiñones,97.1,27.5,120.0,39.6,Off T,0.031530503
1397,3919103,1,00:35:17.218,35,17,16,Shot,América,Igor Lichnovsky Osorio,109.2,38.7,116.1,40.9,Saved,0.07090621
1417,3919103,1,00:36:08.538,36,8,16,Shot,América,Julián Andrés Quiñones Quiñones,94.8,26.1,118.8,37.1,Saved,0.023149583
1423,3919103,1,00:36:33.958,36,33,16,Shot,Querétaro,Federico Eduardo Lértora,91.0,28.5,120.0,32.5,Off T,0.023615854
1500,3919103,1,00:38:08.240,38,8,16,Shot,América,Álvaro Fidalgo Fernández,95.4,52.5,120.0,31.7,Off T,0.026667077
1518,3919103,1,00:38:51.923,38,51,16,Shot,Querétaro,Kevin Rafael Escamilla Moreno,86.6,26.6,120.0,30.2,Off T,0.005977286
1570,3919103,1,00:39:52.307,39,52,16,Shot,América,Henry Josué Martín Mex,108.1,52.3,120.0,46.5,Off T,0.07956155
1593,3919103,1,00:40:44.054,40,44,16,Shot,Querétaro,Jaime Gómez Valencia,104.4,46.7,111.5,43.6,Blocked,0.13728225
1657,3919103,1,00:43:59.081,43,59,16,Shot,Querétaro,Emanuel Gularte Méndez,109.9,40.3,120.0,50.1,Off T,0.07527368
2002,3919103,2,00:07:44.024,52,44,16,Shot,América,Diego Alfonso Valdés Contreras,90.4,36.8,102.5,39.5,Blocked,0.03462044
2036,3919103,2,00:08:16.352,53,16,16,Shot,América,Alejandro Zendejas Saavedra,118.6,49.8,119.1,47.3,Saved,0.020454677
2041,3919103,2,00:08:44.736,53,44,16,Shot,América,Igor Lichnovsky Osorio,109.4,38.0,120.0,47.3,Off T,0.047900952
2308,3919103,2,00:15:10.870,60,10,16,Shot,América,Richard Rafael Sánchez Guerrero,92.5,51.3,120.0,42.6,Goal,0.024480361
2964,3919103,2,00:30:34.821,75,34,16,Shot,América,Diego Alfonso Valdés Contreras,116.3,35.2,120.0,40.1,Off T,0.4411769
3230,3919103,2,00:38:24.565,83,24,16,Shot,América,Julián Andrés Quiñones Quiñones,111.5,39.1,120.0,41.5,Goal,0.87699914
163,3919045,1,00:03:27.100,3,27,16,Shot,América,Illian Gerardo Hernandez Vargas,109.5,39.5,110.8,39.5,Blocked,0.05241128
168,3919045,1,00:03:29.905,3,29,16,Shot,América,Kevin Nahin Álvarez Campos,91.5,26.8,120.0,33.9,Off T,0.020398647
342,3919045,1,00:06:57.515,6,57,16,Shot,Tigres UANL,Sebastián Emiliano Fierro González,87.4,36.4,89.5,36.5,Blocked,0.019079333
476,3919045,1,00:11:25.136,11,25,16,Shot,Tigres UANL,Juan Francisco Brunetta,95.0,49.8,120.0,36.0,Post,0.03175811
493,3919045,1,00:13:08.483,13,8,16,Shot,Tigres UANL,Juan Francisco Brunetta,90.4,41.9,99.5,42.3,Blocked,0.034357447
826,3919045,1,00:20:36.169,20,36,16,Shot,Tigres UANL,Marcelo Flores,109.0,43.9,117.3,42.7,Saved,0.1552857
924,3919045,1,00:23:09.692,23,9,16,Shot,Tigres UANL,Marcelo Flores,93.0,37.6,120.0,46.5,Off T,0.045819897
1076,3919045,1,00:27:40.271,27,40,16,Shot,América,Javairô Dilrosun,112.2,51.7,120.0,42.4,Goal,0.16774683
1128,3919045,1,00:29:48.275,29,48,16,Shot,Tigres UANL,Fernando Gorriarán Fontes,102.1,50.2,118.8,43.4,Saved,0.05317901
1209,3919045,1,00:32:43.062,32,43,16,Shot,Tigres UANL,Diego Antonio Reyes Rosales,110.8,36.6,120.0,46.3,Off T,0.060526144
1322,3919045,1,00:36:33.493,36,33,16,Shot,Tigres UANL,Marcelo Flores,100.3,39.0,102.0,39.0,Blocked,0.059582096
1389,3919045,1,00:37:50.092,37,50,16,Shot,América,Richard Rafael Sánchez Guerrero,94.1,28.7,100.2,30.8,Blocked,0.025266528
